country,district,village,region,id,village_id,country_id,megaste_id,site_type,site_desc,url,partners,coordinato,email,LastUpdate,lon,lat,alt,partner
Malawi,Ntcheu,Sanjani,,0,mwi50,MWI,ESA,control site,,mwi/sanjani/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.759495,-14.724822,1150,Michigan State University
Malawi,Ntcheu,Sitolo,,0,mwi51,MWI,ESA,control site,,mwi/sitolo/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.639568,-14.634718,954,Michigan State University
Malawi,Dedza,Tseka,,0,mwi52,MWI,ESA,control site,,mwi/tseka/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.52024,-14.220224,520,Michigan State University
Malawi,Dedza,Wilson,,0,mwi53,MWI,ESA,action site,,mwi/wilson/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.598739,-14.422771,542,Michigan State University
Malawi,Ntcheu,Zaunda,,0,mwi54,MWI,ESA,control site,,mwi/zaunda/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.634001,-14.640907,954,Michigan State University
United Republic of Tanzania,Kongwa,Chitego,,0,tza01,TZA,ESA,action site,,tza/chitego/site_01.jpg,"ICRISAT, ICRAF, ARI-HOMBOLO",Apurba Shee,a.shee@cgiar.org,7/28/15,36.371494,-5.6112156,1325,ICRISAT
United Republic of Tanzania,Babati,Hallu,,0,tza02,TZA,ESA,control site,,tza/hallu/site_01.jpg,"CIAT, CIMMYT, SARI, IITA, AVRDC, ILRI, Nelson Mandela African Institute of Science and Technology",Apurba Shee,a.shee@cgiar.org,7/28/15,35.89239,-4.2926636,1226,IITA
United Republic of Tanzania,Kongwa,Laikala,,0,tza03,TZA,ESA,control site,,tza/laikala/site_01.jpg,"ICRISAT, ICRAF, ARI-HOMBOLO",Apurba Shee,a.shee@cgiar.org,7/28/15,36.610695,-6.192105,1172,ICRISAT
United Republic of Tanzania,Babati,Long,,0,tza04,TZA,ESA,control site,,tza/long/site_01.jpg,"CIAT, CIMMYT, SARI, IITA, AVRDC, ILRI, Nelson Mandela African Institute of Science and Technology",Apurba Shee,a.shee@cgiar.org,7/28/15,35.449486,-4.225402,2177,IITA
United Republic of Tanzania,Babati,Matufa,,0,tza05,TZA,ESA,control site,,tza/matufa/site_01.jpg,"CIAT, CIMMYT, SARI, IITA, AVRDC, ILRI, Nelson Mandela African Institute of Science and Technology",Apurba Shee,a.shee@cgiar.org,7/28/15,35.767815,-4.0302467,1018,IITA
United Republic of Tanzania,Kongwa,Mlali-Iyegu,,0,tza06,TZA,ESA,control site,,tza/mlali/site_01.jpg,"ICRISAT, ICRAF, ARI-HOMBOLO",Apurba Shee,a.shee@cgiar.org,7/28/15,36.750454,-6.2961197,1318,ICRISAT
United Republic of Tanzania,Kongwa,Moleti,,0,tza07,TZA,ESA,action site (planned),,tza/moleti/site_01.jpg,"ICRISAT, ICRAF, ARI-HOMBOLO",Apurba Shee,a.shee@cgiar.org,7/28/15,36.810497,-6.1758566,1278,ICRISAT
United Republic of Tanzania,Kiteto,Njoro,,0,tza08,TZA,ESA,control site,,tza/njoro/site_01.jpg,"ICRISAT, ICRAF, ARI-HOMBOLO",Apurba Shee,a.shee@cgiar.org,7/28/15,36.455444,-5.2559505,1548,ICRISAT
United Republic of Tanzania,Babati,Sabilo,,0,tza09,TZA,ESA,action site (planned),,tza/sabilo/site_01.jpg,"CIAT, CIMMYT, SARI, IITA, AVRDC, ILRI, Nelson Mandela African Institute of Science and Technology",Apurba Shee,a.shee@cgiar.org,7/28/15,35.476772,-4.346073,1653,IITA
United Republic of Tanzania,Babati,Seloto,,0,tza10,TZA,ESA,control site,,tza/seloto/site_01.jpg,"CIAT, CIMMYT, SARI, IITA, AVRDC, ILRI, Nelson Mandela African Institute of Science and Technology",Apurba Shee,a.shee@cgiar.org,7/28/15,35.496357,-4.2411914,1691,IITA
United Republic of Tanzania,Babati,Shaurimoyo,,0,tza11,TZA,ESA,action site,,tza/shaurimoyo/site_01.jpg,"CIAT, CIMMYT, SARI, IITA, AVRDC, ILRI, Nelson Mandela African Institute of Science and Technology",Apurba Shee,a.shee@cgiar.org,7/28/15,35.693844,-3.9159667,1011,IITA
United Republic of Tanzania,Kiteto,Dosidos,,0,tza12,TZA,ESA,control site,,tza/dosidos/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.422764,-5.6172934,1439,
United Republic of Tanzania,Babati,Dudie,,0,tza13,TZA,ESA,control site,,tza/dudie/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,35.576218,-4.2152815,1597,
United Republic of Tanzania,Babati,Gidas,,0,tza14,TZA,ESA,action site (planned),,tza/gidas/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,35.68145,-4.4221234,1596,
United Republic of Tanzania,Babati,Gidewari,,0,tza15,TZA,ESA,control site,,tza/gidewari/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,35.40261,-4.33614,1583,
United Republic of Tanzania,Babati,Gidngwar,,0,tza16,TZA,ESA,control site,,tza/gidngwar/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,35.43026,-4.1698413,2165,
United Republic of Tanzania,Babati,Haysum,,0,tza17,TZA,ESA,action site,,tza/haysum/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,35.534966,-4.2276053,1649,
United Republic of Tanzania,Kongwa,Leganga,,0,tza18,TZA,ESA,action site,,tza/leganga/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.36195,-5.709978,1276,
United Republic of Tanzania,Kiteto,Makame,,0,tza19,TZA,ESA,control site,,tza/makame/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.727665,-4.6518135,1029,
United Republic of Tanzania,Kongwa,Makawa,,0,tza20,TZA,ESA,control site,,tza/makawa/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.54099,-5.7539988,1282,
United Republic of Tanzania,Kongwa,Mautiya/Mautia,,0,tza21,TZA,ESA,action site,,tza/mautiya/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.474293,-6.1766453,1054,
United Republic of Tanzania,Babati,Mer,,0,tza22,TZA,ESA,action site,,tza/mer/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,35.579967,-4.1080384,1729,
United Republic of Tanzania,Kongwa,Ngutoto,,0,tza23,TZA,ESA,action site,,tza/ngutoto/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.30496,-5.6764865,1200,
United Republic of Tanzania,Kongwa,Njoge,,0,tza24,TZA,ESA,action site (planned),,tza/njoge/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.68913,-5.943782,1389,
United Republic of Tanzania,Kongwa,Vihingo,,0,tza25,TZA,ESA,control site,,tza/vihingo/site_01.jpg,,Apurba Shee,a.shee@cgiar.org,7/28/15,36.704147,-6.1817465,1215,
Zambia,Serenje,Kashishi,Central Province,0,zmb001,ZMB,ESA,action site,Commercialising aflasafe as a biocontrol for aflatoxins in maize and groundnuts; Demonstration of aflasafe efficacy. 20  villages,zmb/kashishi/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), National Institute for Scientific & Industrial Research, USDA-ARS, PROFIT+",Apurba Shee,a.shee@cgiar.org,7/12/16,30.32482181,-12.95466667,1312,International Institute of Tropical Agriculture (IITA)
Zambia,Chipata,Chanje Central,Eastern Province,0,zmb002,ZMB,ESA,action site,Sustainable intensification of low input maize/legume systems; Scaling of maize/legume rotations; Scaling of maize/legume intercropping; Scaling of direct seeding methodologies; Scaling of judicious use of herbicides; Research on doubled up legume technology; Evaluation of the COMACO agroforestry scaling model and Trade-off analysis; Improved manure handling. Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 30  villages,zmb/chanje_central/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Total Land Care (TLC), Grassroots Trust, Community Markets for Conservation (COMACO), CRS, Rural Initiative for Children Hope (RICH), Concern World Wide (CWW), GIZ, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.8376125,-13.402875,1046,"International Maize and Wheat Improvement Centre (CIMMYT), International Potato Centre (CIP)"
Zambia,Chipata,Chawa,Eastern Province,0,zmb003,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 4  villages,zmb/chawa/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.46377223,-13.60883,945,International Potato Centre (CIP)
Zambia,Chipata,Chikando,Eastern Province,0,zmb004,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/chikando/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.42198333,-13.90215,1034,International Potato Centre (CIP)
Zambia,Chipata,Chinunda,Eastern Province,0,zmb005,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/chinunda/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.6445,-13.20518,930,International Potato Centre (CIP)
Zambia,Chipata,Chiparamba,Eastern Province,0,zmb006,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 2  villages,zmb/chiparamba/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.48044167,-13.57962,967,International Potato Centre (CIP)
Zambia,Chipata,Chisitu,Eastern Province,0,zmb007,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/chisitu/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.57446667,-13.65655,1044,International Potato Centre (CIP)
Zambia,Chipata,Chitandika,Eastern Province,0,zmb008,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 3  villages,zmb/chitandika/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.64835834,-13.32822,971,International Potato Centre (CIP)
Zambia,Chipata,Chiwoko,Eastern Province,0,zmb009,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 4  villages,zmb/chiwoko/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.22530834,-13.93471,1073,International Potato Centre (CIP)
Zambia,Chipata,Jerusalem,Eastern Province,0,zmb010,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 3  villages,zmb/jerusalem/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.61613333,-13.84744,1107,International Potato Centre (CIP)
Zambia,Chipata,Kalunga,Eastern Province,0,zmb011,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 3  villages,zmb/kalunga/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.55873333,-13.89512,1124,International Potato Centre (CIP)
Zambia,Chipata,Kapara,Eastern Province,0,zmb012,ZMB,ESA,action site,Sustainable intensification of low input maize/legume systems; Scaling of maize/legume rotations; Scaling of maize/legume intercropping; Scaling of direct seeding methodologies; Scaling of judicious use of herbicides; Research on doubled up legume technology; Evaluation of the COMACO agroforestry scaling model and Trade-off analysis; Improved manure handling. 12  villages,zmb/kapara/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Total Land Care (TLC), Grassroots Trust, Community Markets for Conservation (COMACO), CRS",Apurba Shee,a.shee@cgiar.org,7/12/16,32.52035901,-13.51027636,947,International Maize and Wheat Improvement Centre (CIMMYT)
Zambia,Chipata,Kawawa,Eastern Province,0,zmb013,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/kawawa/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.4253,-13.58485,931,International Potato Centre (CIP)
Zambia,Chipata,Lumamba,Eastern Province,0,zmb014,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/lumamba/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.77968333,-13.19778,992,International Potato Centre (CIP)
Zambia,Chipata,Mnukwa,Eastern Province,0,zmb015,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/mnukwa/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.53201667,-13.41245,875,International Potato Centre (CIP)
Zambia,Chipata,Msandile 2,Eastern Province,0,zmb016,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/msandile_2/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.71928333,-13.45077,1031,International Potato Centre (CIP)
Zambia,Chipata,Mtaya,Eastern Province,0,zmb017,ZMB,ESA,action site,Sustainable intensification of low input maize/legume systems; Scaling of maize/legume rotations; Scaling of maize/legume intercropping; Scaling of direct seeding methodologies; Scaling of judicious use of herbicides; Research on doubled up legume technology; Evaluation of the COMACO agroforestry scaling model and Trade-off analysis; Improved manure handling. 25  villages,zmb/mtaya/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Total Land Care (TLC), Grassroots Trust, Community Markets for Conservation (COMACO), CRS",Apurba Shee,a.shee@cgiar.org,7/12/16,32.52671818,-13.57237333,1063,International Maize and Wheat Improvement Centre (CIMMYT)
Zambia,Chipata,Mzoole,Eastern Province,0,zmb018,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 7  villages,zmb/mzoole/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.68348889,-13.29415,975,International Potato Centre (CIP)
Zambia,Chipata,Nkhalikali,Eastern Province,0,zmb019,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/nkhalikali/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.76085,-13.159375,1002,International Potato Centre (CIP)
Zambia,Chipata,Sisinje,Eastern Province,0,zmb020,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 2  villages,zmb/sisinje/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.39660834,-13.4448,846,International Potato Centre (CIP)
Zambia,Katete,Chilembwe,Eastern Province,0,zmb021,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 3  villages,zmb/chilembwe/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.10743333,-14.19968,1009,International Potato Centre (CIP)
Zambia,Katete,Chilingondi,Eastern Province,0,zmb022,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 2  villages,zmb/chilingondi/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.12821667,-14.045505,1088,International Potato Centre (CIP)
Zambia,Katete,Chimtende,Eastern Province,0,zmb023,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 1  villages,zmb/chimtende/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.05798333,-14.16415,1036,International Potato Centre (CIP)
Zambia,Katete,Chinkhombe,Eastern Province,0,zmb024,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 2  villages,zmb/chinkhombe/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,31.77405334,-13.795865,781,International Potato Centre (CIP)
Zambia,Katete,Kafumbwe,Eastern Province,0,zmb025,ZMB,ESA,action site,Strengthening orange-fleshed sweetpotato (OFSP) planting material systems; Multiplication and dissemination superior OFSP varieties; Recruitment and training of vine multipliers and partners; Facilitation of the dissemination of vines to beneficiaries through promotion sales and pass-on system; Identification of and capacity building for agrodelears for possible linkage between vine growers and buyers. 2  villages,zmb/kafumbwe/site_01.jpg,"Zambia Agricultural Research Institute (ZARI), Department of Agriculture (DoA) in the Ministry of Agriculture (MoA), Rural Initiative for Children Hope (RICH), Community Markets for Conservation (COMACO), Total Land Care (TLC), Concern World Wide (CWW), GIZ, CRS-MAWA, PROFIT+, SAIOMA, Agribusiness in Sustainable Natural African Plant Products (ASNAPP)",Apurba Shee,a.shee@cgiar.org,7/12/16,32.22600834,-14.20353,991,International Potato Centre (CIP)
